id_registro,edad,ingresos_mensuales,monto_credito,historial_crediticio,plazo_meses,cuota_mensual,tipo_empleo,numero_dependientes,antiguedad_laboral_meses,atrasos_previos,ratio_deuda_ingreso,presion_financiera,capacidad_pago,nivel_crediticio,puntaje_riesgo_financiero,moroso,norm_edad,norm_ingresos_mensuales,norm_monto_credito,norm_historial_crediticio,norm_plazo_meses,norm_cuota_mensual,norm_numero_dependientes,norm_antiguedad_laboral_meses,norm_atrasos_previos,norm_ratio_deuda_ingreso,norm_presion_financiera,norm_capacidad_pago,norm_puntaje_riesgo_financiero
763,65,2254.7,7198.66,487.0,18,751.93,Dependiente,2,3,4,0.3335,0.1774,802.77,Bajo,60.01,1,0.9216,0.1798,0.1972,0.3378,0.2857,0.4338,0.4,0.0,1.0,0.2754,0.0695,0.2784,0.3065
764,46,3046.54,15249.53,673.0,18,587.38,Dependiente,1,5,1,0.1928,0.2781,2109.16,Bueno,22.52,0,0.549,0.3211,0.5827,0.683,0.2857,0.2846,0.2,0.0114,0.25,0.1429,0.1119,0.4438,0.1653
765,48,4840.94,16669.29,469.0,6,617.68,Independiente,1,39,0,0.1276,0.5739,3873.26,Bajo,39.26,1,0.5882,0.6415,0.6507,0.3044,0.0,0.3121,0.2,0.2045,0.0,0.0815,0.2364,0.6671,0.2283
766,52,6849.330399999998,7202.92,667.0,36,445.79,Informal,1,130,1,0.0651,0.0292,6053.54,Medio,-12.0,0,0.6667,1.0,0.1974,0.6719,0.7143,0.1562,0.2,0.7216,0.25,0.0227,0.007,0.9431,0.0352
767,53,2378.74,7213.38,416.0,12,618.72,Dependiente,3,66,2,0.2601,0.2527,710.02,Bajo,44.49,1,0.6863,0.2019,0.1979,0.206,0.1429,0.3131,0.6,0.358,0.5,0.2063,0.1012,0.2667,0.248
768,55,1891.05,3604.54,686.0,48,1070.52,Independiente,1,42,1,0.5661,0.0397,470.53,Bueno,39.65,1,0.7255,0.1148,0.0251,0.7072,1.0,0.7227,0.2,0.2216,0.25,0.4944,0.0115,0.2364,0.2298
769,56,6849.330399999998,5305.72,774.0,24,527.81,Independiente,1,68,2,0.0771,0.0323,5971.52,Excelente,-5.8,0,0.7451,1.0,0.1066,0.8705,0.4286,0.2306,0.2,0.3693,0.5,0.034,0.0083,0.9327,0.0586
770,65,3274.19,4877.81,423.0,48,500.66,Dependiente,1,8,0,0.1529,0.031,2423.53,Bajo,0.72,0,0.9216,0.3618,0.0861,0.219,1.0,0.206,0.2,0.0284,0.0,0.1054,0.0078,0.4836,0.0831
771,60,2917.59,23962.85579999986,324.0,36,582.48,Dependiente,0,146,2,0.1996,0.2281,2335.11,Bajo,38.81,0,0.8235,0.2981,1.0,0.0353,0.7143,0.2802,0.0,0.8125,0.5,0.1493,0.0908,0.4724,0.2266
772,41,3224.45,10554.16,377.0,12,855.79,Independiente,2,99,4,0.2654,0.2728,1668.66,Bajo,63.63,0,0.451,0.3529,0.3579,0.1336,0.1429,0.528,0.4,0.5455,1.0,0.2113,0.1096,0.388,0.3201
773,34,2931.5,7963.49,521.0,12,587.23,Informal,3,89,1,0.2003,0.2264,1294.27,Bajo,23.82,0,0.3137,0.3006,0.2338,0.4009,0.1429,0.2845,0.6,0.4886,0.25,0.15,0.0901,0.3406,0.1702
774,47,4488.2,8073.1,553.0,24,387.83,Dependiente,2,147,0,0.0864,0.0749,3400.37,Bajo,-9.94,1,0.5686,0.5785,0.2391,0.4603,0.4286,0.1037,0.4,0.8182,0.0,0.0427,0.0263,0.6073,0.043
775,65,4334.29,12713.03,595.0,12,1156.67,Dependiente,1,122,1,0.2669,0.2444,2827.62,Medio,28.41,0,0.9216,0.551,0.4613,0.5383,0.1429,0.8009,0.2,0.6761,0.25,0.2127,0.0977,0.5347,0.1874
776,52,2917.59,13679.53,475.0,36,278.86,Informal,2,54,1,0.0956,0.1302,1938.73,Bajo,8.08,1,0.6667,0.2981,0.5076,0.3155,0.7143,0.0049,0.4,0.2898,0.25,0.0514,0.0496,0.4222,0.1108
777,39,4818.62,8499.43,614.0,18,864.61,Dependiente,3,162,2,0.1794,0.098,2904.01,Medio,14.52,0,0.4118,0.6375,0.2595,0.5735,0.2857,0.536,0.6,0.9034,0.5,0.1303,0.036,0.5444,0.1351
778,49,1292.78,8859.12,724.0,18,699.52,Dependiente,5,123,3,0.5411,0.3807,-1156.74,Bueno,77.56,1,0.6078,0.008,0.2767,0.7777,0.2857,0.3863,1.0,0.6818,0.75,0.4709,0.1551,0.0304,0.3726
779,29,5387.67,9047.05,475.0,18,833.74,Dependiente,0,173,4,0.1547,0.0933,4553.93,Bajo,33.05,0,0.2157,0.7391,0.2857,0.3155,0.2857,0.508,0.0,0.9659,1.0,0.1071,0.034,0.7533,0.2049
780,52,1356.02,9538.7,588.0,12,641.42,Independiente,2,60,0,0.473,0.5862,14.6,Medio,69.68,1,0.6667,0.0193,0.3093,0.5253,0.1429,0.3336,0.4,0.3239,0.0,0.4068,0.2416,0.1786,0.3429
781,66,3926.53,13831.51,524.0,18,686.09,Dependiente,2,165,1,0.1747,0.1957,2540.44,Bajo,17.42,1,0.9412,0.4782,0.5148,0.4065,0.2857,0.3741,0.4,0.9205,0.25,0.1259,0.0772,0.4984,0.146
782,19,3852.16,13528.2,366.0,18,387.94,Informal,1,39,0,0.1007,0.1951,3114.22,Bajo,10.39,1,0.0196,0.4649,0.5003,0.1132,0.2857,0.1038,0.2,0.2045,0.0,0.0562,0.0769,0.571,0.1196
783,18,4311.66,6589.32,592.0,36,476.49,Dependiente,1,21,1,0.1105,0.0425,3485.17,Medio,-1.58,0,0.0,0.547,0.168,0.5327,0.7143,0.1841,0.2,0.1023,0.25,0.0654,0.0126,0.618,0.0745
784,32,1504.79,9773.48,358.0,24,562.0,Independiente,3,11,1,0.3735,0.2706,-107.21,Bajo,52.49,1,0.2745,0.0459,0.3205,0.0984,0.4286,0.2616,0.6,0.0455,0.25,0.3131,0.1087,0.1632,0.2782
785,58,3975.73,9600.51,768.0,36,1024.68,Independiente,1,151,1,0.2577,0.0671,2601.05,Excelente,5.9,0,0.7843,0.487,0.3122,0.8593,0.7143,0.6812,0.2,0.8409,0.25,0.204,0.023,0.5061,0.1026
786,33,2443.49,18620.51,772.0,12,484.02,Informal,0,170,0,0.1981,0.635,1959.47,Excelente,36.9,0,0.2941,0.2135,0.7442,0.8668,0.1429,0.1909,0.0,0.9489,0.0,0.1479,0.2622,0.4248,0.2194
787,34,3180.03,9186.69,801.0,24,774.78,Independiente,3,113,3,0.2436,0.1204,1355.25,Excelente,24.07,1,0.3137,0.3449,0.2924,0.9206,0.4286,0.4546,0.6,0.625,0.75,0.1908,0.0454,0.3484,0.1711
788,28,6849.330399999998,4398.6,773.0,36,368.58,Dependiente,1,61,2,0.0538,0.0178,6130.75,Excelente,-9.13,0,0.1961,1.0,0.0631,0.8686,0.7143,0.0862,0.2,0.3295,0.5,0.0121,0.0022,0.9529,0.046
789,21,2957.72,6665.1,346.0,36,347.15,Independiente,1,3,3,0.1174,0.0626,2260.57,Bajo,26.86,0,0.0588,0.3053,0.1717,0.0761,0.7143,0.0668,0.2,0.0,0.75,0.0719,0.0211,0.463,0.1816
790,26,4530.13,8020.59,488.0,36,273.49240000000003,Dependiente,4,11,1,0.0604,0.0492,2856.64,Bajo,-1.73,1,0.1569,0.586,0.2366,0.3397,0.7143,0.0,0.8,0.0455,0.25,0.0183,0.0155,0.5384,0.0739
791,64,5611.17,5385.12,759.0,48,942.19,Informal,1,109,1,0.1679,0.02,4318.98,Excelente,-5.79,0,0.902,0.779,0.1104,0.8426,1.0,0.6064,0.2,0.6023,0.25,0.1195,0.0032,0.7235,0.0586
792,36,4631.3,6620.03,547.0,12,555.73,Independiente,1,125,2,0.12,0.1191,3725.57,Bajo,13.56,0,0.3529,0.604,0.1695,0.4492,0.1429,0.2559,0.2,0.6932,0.5,0.0744,0.0449,0.6484,0.1315
793,43,5352.63,8407.27,373.0,24,794.77,Informal,3,28,0,0.1485,0.0654,3507.86,Bajo,4.7,1,0.4902,0.7328,0.2551,0.1262,0.4286,0.4727,0.6,0.142,0.0,0.1012,0.0223,0.6209,0.0981
794,48,3759.01,10884.36,757.0,18,695.7,Dependiente,2,64,0,0.1851,0.1609,2363.31,Excelente,0.04,0,0.5882,0.4483,0.3737,0.8389,0.2857,0.3829,0.4,0.3466,0.0,0.1357,0.0625,0.476,0.0806
795,43,2306.11,7399.26,736.0,36,523.35,Dependiente,0,5,0,0.2269,0.0891,1782.76,Bueno,0.29,0,0.4902,0.1889,0.2068,0.8,0.7143,0.2266,0.0,0.0114,0.0,0.175,0.0323,0.4025,0.0815
796,50,2588.34,12950.38,321.0,36,403.91,Dependiente,1,106,1,0.156,0.139,1834.43,Bajo,20.11,0,0.6275,0.2393,0.4726,0.0297,0.7143,0.1183,0.2,0.5852,0.25,0.1083,0.0533,0.409,0.1562
797,46,2406.2,10269.35,381.0,24,866.83,Dependiente,3,48,2,0.3602,0.1778,489.37,Bajo,50.2,1,0.549,0.2068,0.3443,0.1411,0.4286,0.538,0.6,0.2557,0.5,0.3006,0.0696,0.2387,0.2695
798,56,3306.93,6120.13,813.0,48,558.01,Informal,2,141,0,0.1687,0.0386,2048.92,Excelente,-14.91,0,0.7451,0.3676,0.1456,0.9429,1.0,0.258,0.4,0.7841,0.0,0.1202,0.011,0.4362,0.0242
799,47,6766.18,16279.11,721.0,18,751.31,Informal,0,145,1,0.111,0.1337,6014.87,Bueno,-1.46,0,0.5686,0.9852,0.6321,0.7721,0.2857,0.4333,0.0,0.8068,0.25,0.0659,0.051,0.9382,0.0749
800,25,4765.36,8540.96,559.0,36,368.1,Informal,0,85,2,0.0772,0.0498,4397.26,Bajo,3.93,0,0.1373,0.628,0.2615,0.4714,0.7143,0.0858,0.0,0.4659,0.5,0.0341,0.0157,0.7334,0.0952
801,66,3435.42,10767.58,760.0,48,1159.65,Informal,3,149,1,0.3376,0.0653,1225.77,Excelente,14.1,0,0.9412,0.3905,0.3681,0.8445,1.0,0.8036,0.6,0.8295,0.25,0.2793,0.0222,0.332,0.1335
802,46,3984.77,17451.59,314.0,12,454.31,Informal,1,87,1,0.114,0.365,3180.46,Bajo,34.59,0,0.549,0.4886,0.6882,0.0167,0.1429,0.164,0.2,0.4773,0.25,0.0687,0.1485,0.5794,0.2107
803,37,3522.59,5166.78,413.0,18,765.17,Dependiente,3,20,0,0.2172,0.0815,1707.42,Bajo,11.39,0,0.3725,0.4061,0.0999,0.2005,0.2857,0.4459,0.6,0.0966,0.0,0.1659,0.0291,0.3929,0.1233
804,56,5821.21,4481.14,500.0,6,559.37,Informal,2,63,0,0.0961,0.1283,4561.84,Bajo,-1.18,0,0.7451,0.8165,0.0671,0.3619,0.0,0.2592,0.4,0.3409,0.0,0.0519,0.0488,0.7543,0.076
805,41,2917.59,13295.99,541.0,36,418.35,Independiente,3,54,2,0.1434,0.1266,1449.24,Bajo,17.93,1,0.451,0.2981,0.4892,0.438,0.7143,0.1314,0.6,0.2898,0.5,0.0964,0.0481,0.3603,0.148
806,33,1792.19,11526.91,479.0,24,799.2,Independiente,0,160,3,0.4459,0.268,992.99,Bajo,68.2,1,0.2941,0.0972,0.4045,0.323,0.4286,0.4767,0.0,0.892,0.75,0.3813,0.1076,0.3025,0.3374
807,64,5768.78,7173.47,806.0,18,548.54,Dependiente,0,60,3,0.0951,0.0691,5220.24,Excelente,5.8,0,0.902,0.8071,0.196,0.9299,0.2857,0.2494,0.0,0.3239,0.75,0.0509,0.0238,0.8376,0.1023
808,53,3660.58,3080.2244,733.0,24,865.22,Independiente,5,6,1,0.2364,0.0351,1045.36,Bueno,5.03,1,0.6863,0.4307,0.0,0.7944,0.4286,0.5366,1.0,0.017,0.25,0.184,0.0095,0.3091,0.0994
809,36,2014.46,11985.2,747.0,12,603.02,Dependiente,3,39,3,0.2993,0.4958,361.44,Excelente,63.06,1,0.3529,0.1369,0.4264,0.8204,0.1429,0.2988,0.6,0.2045,0.75,0.2432,0.2036,0.2226,0.318
810,63,2786.65,6484.32,730.0,18,723.75,Dependiente,2,20,0,0.2597,0.1293,1362.9,Bueno,6.78,0,0.8824,0.2747,0.163,0.7888,0.2857,0.4083,0.4,0.0966,0.0,0.2059,0.0492,0.3493,0.1059
811,28,3243.3,6967.36,824.0,36,1238.37,Dependiente,2,24,2,0.3818,0.0597,1304.93,Excelente,25.6,0,0.1961,0.3562,0.1861,0.9633,0.7143,0.8749,0.4,0.1193,0.5,0.3209,0.0199,0.342,0.1769
812,49,4217.45,5173.3,448.0,12,664.55,Dependiente,1,37,1,0.1576,0.1022,3202.9,Bajo,13.4,0,0.6078,0.5301,0.1002,0.2654,0.1429,0.3546,0.2,0.1932,0.25,0.1098,0.0378,0.5823,0.1309
813,35,2874.46,3365.54,395.0,12,371.44,Dependiente,0,81,2,0.1292,0.0976,2503.02,Bajo,19.58,0,0.3333,0.2904,0.0137,0.167,0.1429,0.0888,0.0,0.4432,0.5,0.0831,0.0358,0.4937,0.1542
814,57,3597.62,7591.24,756.0,36,1003.05,Dependiente,2,62,1,0.2788,0.0586,1894.57,Excelente,9.29,1,0.7647,0.4195,0.216,0.8371,0.7143,0.6616,0.4,0.3352,0.25,0.2239,0.0194,0.4166,0.1154
815,49,2410.43,10424.3,667.0,48,875.04,Dependiente,5,88,3,0.363,0.0901,-214.61,Medio,39.36,1,0.6078,0.2076,0.3517,0.6719,1.0,0.5455,1.0,0.483,0.75,0.3032,0.0327,0.1496,0.2287
816,40,1869.7,5513.92,557.0,36,869.2,Dependiente,2,101,0,0.4649,0.0819,300.5,Bajo,29.08,0,0.4314,0.111,0.1165,0.4677,0.7143,0.5402,0.4,0.5568,0.0,0.3992,0.0292,0.2148,0.19
817,65,3988.92,7696.84,312.0,18,447.79,Dependiente,0,17,0,0.1123,0.1072,3541.13,Bajo,7.04,0,0.9216,0.4894,0.2211,0.013,0.2857,0.1581,0.0,0.0795,0.0,0.0671,0.0399,0.6251,0.1069
818,54,3103.41,6030.36,501.0,24,757.26,Dependiente,5,145,2,0.244,0.081,596.15,Bajo,24.42,0,0.7059,0.3313,0.1413,0.3638,0.4286,0.4387,1.0,0.8068,0.5,0.1911,0.0289,0.2523,0.1724
819,61,2416.28,5655.83,416.0,24,764.52,Dependiente,5,93,1,0.3164,0.0975,-98.24,Bajo,29.25,1,0.8431,0.2086,0.1233,0.206,0.4286,0.4453,1.0,0.5114,0.25,0.2593,0.0358,0.1644,0.1906
820,53,5252.03,9614.5,698.0,24,971.35,Independiente,3,22,3,0.1849,0.0763,3230.68,Bueno,20.31,0,0.6863,0.7148,0.3129,0.7294,0.4286,0.6328,0.6,0.108,0.75,0.1355,0.0269,0.5858,0.1569
821,30,3226.3,8054.28,363.0,36,273.49240000000003,Dependiente,2,114,0,0.0848,0.0693,2252.81,Bajo,-2.4,0,0.2353,0.3532,0.2382,0.1077,0.7143,0.0,0.4,0.6307,0.0,0.0412,0.0239,0.462,0.0714
822,53,3490.11,8282.83,425.0,24,452.09,Independiente,3,179,3,0.1295,0.0989,1988.02,Bajo,24.88,0,0.6863,0.4003,0.2491,0.2227,0.4286,0.162,0.6,1.0,0.75,0.0833,0.0364,0.4285,0.1741
823,46,2918.27,13930.07,719.0,24,977.83,Dependiente,2,170,2,0.3351,0.1989,1240.44,Bueno,33.83,0,0.549,0.2982,0.5196,0.7684,0.4286,0.6387,0.4,0.9489,0.5,0.2769,0.0785,0.3338,0.2079
824,20,3006.0,6520.67,311.0,36,595.91,Dependiente,2,61,2,0.1982,0.0603,1710.09,Bajo,27.19,1,0.0392,0.3139,0.1648,0.0111,0.7143,0.2924,0.4,0.3295,0.5,0.148,0.0201,0.3933,0.1828
825,65,3176.34,13825.37,710.0,36,355.9,Informal,1,132,2,0.112,0.1209,2470.44,Bueno,6.27,1,0.9216,0.3443,0.5145,0.7517,0.7143,0.0747,0.2,0.733,0.5,0.0669,0.0457,0.4895,0.104
826,51,3525.08,23962.85579999986,354.0,6,453.35,Independiente,1,84,0,0.1286,1.133,2721.73,Bajo,87.94,0,0.6471,0.4065,1.0,0.0909,0.0,0.1631,0.2,0.4602,0.0,0.0825,0.4719,0.5213,0.4117
827,47,1519.41,6500.72,647.0,36,739.9,Dependiente,1,72,1,0.487,0.1188,429.51,Medio,39.12,0,0.5686,0.0485,0.1638,0.6348,0.7143,0.4229,0.2,0.392,0.25,0.42,0.0448,0.2312,0.2278
828,68,2293.39,11807.97,801.0,36,425.29,Informal,3,55,1,0.1854,0.143,818.1,Excelente,5.02,0,0.9804,0.1867,0.4179,0.9206,0.7143,0.1376,0.6,0.2955,0.25,0.136,0.055,0.2804,0.0993
829,61,4189.37,4392.95,322.0,48,819.19,Independiente,2,89,4,0.1955,0.0218,2670.18,Bajo,38.93,0,0.8431,0.5251,0.0629,0.0316,1.0,0.4948,0.4,0.4886,1.0,0.1455,0.0039,0.5148,0.2271
830,55,4960.06,5250.92,352.0,18,600.84,Independiente,1,127,0,0.1211,0.0588,4009.22,Bajo,0.62,0,0.7255,0.6627,0.1039,0.0872,0.2857,0.2968,0.2,0.7045,0.0,0.0754,0.0195,0.6843,0.0827
831,33,4214.92,12582.56,619.0,12,553.16,Dependiente,2,120,1,0.1312,0.2488,2961.76,Medio,14.26,0,0.2941,0.5297,0.455,0.5828,0.1429,0.2536,0.4,0.6648,0.25,0.0849,0.0995,0.5517,0.1341
832,33,3756.47,9538.23,716.0,48,583.06,Dependiente,1,142,1,0.1552,0.0529,2823.41,Bueno,-3.25,0,0.2941,0.4479,0.3093,0.7628,1.0,0.2807,0.2,0.7898,0.25,0.1075,0.017,0.5342,0.0682
833,23,4257.17,4147.82,465.0,18,691.91,Independiente,0,8,1,0.1625,0.0541,3565.26,Bajo,9.84,1,0.098,0.5372,0.0511,0.297,0.2857,0.3794,0.0,0.0284,0.25,0.1144,0.0175,0.6281,0.1175
834,41,2729.55,5931.07,316.0,36,417.33,Dependiente,1,98,0,0.1529,0.0604,1962.22,Bajo,5.85,0,0.451,0.2645,0.1365,0.0204,0.7143,0.1304,0.2,0.5398,0.0,0.1054,0.0202,0.4252,0.1024
835,49,2515.37,11182.86,757.0,36,884.01,Dependiente,2,20,1,0.3514,0.1235,931.36,Excelente,22.41,1,0.6078,0.2263,0.388,0.8389,0.7143,0.5536,0.4,0.0966,0.25,0.2923,0.0468,0.2947,0.1648
836,65,1473.64,4885.43,405.0,24,758.52,Dependiente,2,82,0,0.5147,0.1381,15.12,Bajo,44.95,1,0.9216,0.0403,0.0864,0.1856,0.4286,0.4398,0.4,0.4489,0.0,0.446,0.0529,0.1787,0.2498
837,58,1643.74,5758.71,783.0,24,460.61,Dependiente,2,3,1,0.2802,0.146,483.13,Excelente,16.33,0,0.7843,0.0707,0.1283,0.8872,0.4286,0.1697,0.4,0.0,0.25,0.2252,0.0562,0.238,0.1419
838,29,3960.97,4061.82,399.0,24,497.16,Informal,2,177,1,0.1255,0.0427,2763.81,Bajo,5.06,1,0.2157,0.4844,0.047,0.1745,0.4286,0.2028,0.4,0.9886,0.25,0.0796,0.0127,0.5267,0.0995
839,33,3150.28,7760.94,682.0,12,692.67,Dependiente,0,53,1,0.2199,0.2053,2457.61,Bueno,18.25,0,0.2941,0.3396,0.2241,0.6997,0.1429,0.3801,0.0,0.2841,0.25,0.1685,0.0812,0.4879,0.1492
840,20,2921.58,14369.22,537.0,24,564.8,Dependiente,1,93,0,0.1933,0.2049,2006.78,Bajo,12.69,0,0.0392,0.2988,0.5406,0.4306,0.4286,0.2642,0.2,0.5114,0.0,0.1434,0.081,0.4308,0.1282
841,38,3453.7,13481.74,649.0,24,1059.23,Informal,1,42,1,0.3067,0.1626,2044.47,Medio,25.02,0,0.3922,0.3938,0.4981,0.6385,0.4286,0.7125,0.2,0.2216,0.25,0.2502,0.0632,0.4356,0.1747
842,43,1903.86,7212.04,681.0,18,394.23,Dependiente,0,112,0,0.2071,0.2105,1509.63,Bueno,8.44,0,0.4902,0.1171,0.1979,0.6979,0.2857,0.1095,0.0,0.6193,0.0,0.1564,0.0834,0.3679,0.1122
843,59,1408.46,10711.01,441.0,18,750.29,Dependiente,4,123,2,0.5327,0.4225,-741.83,Bajo,83.38,1,0.8039,0.0287,0.3654,0.2524,0.2857,0.4324,0.8,0.6818,0.5,0.463,0.1727,0.0829,0.3946
844,18,3690.3,6517.45,745.0,48,461.52,Informal,4,132,3,0.1251,0.0368,1828.78,Excelente,7.45,0,0.0,0.436,0.1646,0.8167,1.0,0.1705,0.8,0.733,0.75,0.0792,0.0102,0.4083,0.1085
845,51,2630.83,6150.79,310.0,6,1057.97,Dependiente,1,128,0,0.4021,0.3897,1222.86,Bajo,56.85,0,0.6471,0.2469,0.147,0.0093,0.0,0.7114,0.2,0.7102,0.0,0.34,0.1589,0.3316,0.2946
846,35,4556.2,8291.4,345.0,36,639.62,Informal,0,52,1,0.1404,0.0506,3916.58,Bajo,11.42,0,0.3333,0.5906,0.2495,0.0742,0.7143,0.332,0.0,0.2784,0.25,0.0936,0.016,0.6726,0.1234
847,23,2531.93,8947.03,764.0,24,665.86,Dependiente,3,174,2,0.263,0.1472,816.07,Excelente,20.62,0,0.098,0.2292,0.2809,0.8519,0.4286,0.3558,0.6,0.9716,0.5,0.209,0.0567,0.2801,0.1581
848,62,4802.49,5165.65,841.0,6,486.02,Dependiente,0,104,0,0.1012,0.1793,4316.47,Excelente,-10.91,0,0.8627,0.6346,0.0999,0.9948,0.0,0.1927,0.0,0.5739,0.0,0.0567,0.0703,0.7232,0.0393
849,19,2205.73,19171.24,570.0,12,464.3,Independiente,2,15,2,0.2105,0.7243,1041.43,Bajo,71.94,0,0.0196,0.171,0.7705,0.4919,0.1429,0.173,0.4,0.0682,0.5,0.1596,0.2998,0.3086,0.3515
850,61,2569.7,20719.79,321.0,48,734.52,Dependiente,0,179,2,0.2858,0.168,1835.18,Bajo,42.2,0,0.8431,0.236,0.8447,0.0297,1.0,0.4181,0.0,1.0,0.5,0.2305,0.0655,0.4091,0.2394
851,36,2425.87,7357.0,410.0,24,1134.58,Dependiente,5,26,1,0.4677,0.1264,-458.71,Bajo,48.05,1,0.3529,0.2103,0.2048,0.1949,0.4286,0.7808,1.0,0.1307,0.25,0.4018,0.048,0.1187,0.2614
852,20,4211.94,17514.29,671.0,24,408.4,Dependiente,1,162,1,0.097,0.1733,3453.54,Bueno,2.02,0,0.0392,0.5292,0.6912,0.6793,0.4286,0.1223,0.2,0.9034,0.25,0.0527,0.0677,0.614,0.088
853,38,2329.44,5527.89,335.0,24,1049.58,Informal,0,80,4,0.4506,0.0989,1279.86,Bajo,70.24,1,0.3922,0.1931,0.1172,0.0557,0.4286,0.7038,0.0,0.4375,1.0,0.3857,0.0364,0.3388,0.3451
854,20,4050.09,12451.16,826.0,18,510.11,Dependiente,2,179,1,0.126,0.1708,2839.98,Excelente,-1.76,0,0.0392,0.5003,0.4487,0.967,0.2857,0.2146,0.4,1.0,0.25,0.08,0.0667,0.5363,0.0738
855,48,4932.06,7536.23,362.0,18,326.28,Informal,3,43,0,0.0662,0.0849,3555.78,Bajo,-1.78,0,0.5882,0.6577,0.2134,0.1058,0.2857,0.0479,0.6,0.2273,0.0,0.0237,0.0305,0.6269,0.0737
856,37,6341.9,12782.38,634.0,12,958.71,Independiente,5,170,1,0.1512,0.168,3633.19,Medio,8.37,0,0.3725,0.9094,0.4646,0.6106,0.1429,0.6214,1.0,0.9489,0.25,0.1038,0.0655,0.6367,0.1119
857,40,2917.59,6364.06,354.0,36,657.68,Dependiente,1,174,1,0.2254,0.0606,1909.91,Bajo,18.33,0,0.4314,0.2981,0.1573,0.0909,0.7143,0.3484,0.2,0.9716,0.25,0.1736,0.0203,0.4186,0.1495
858,21,3819.89,8067.67,383.0,18,551.87,Dependiente,0,51,0,0.1445,0.1173,3268.02,Bajo,7.66,0,0.0588,0.4592,0.2388,0.1448,0.2857,0.2524,0.0,0.2727,0.0,0.0975,0.0441,0.5905,0.1093
859,54,5064.28,10363.08,591.0,18,449.56,Independiente,0,98,1,0.0888,0.1137,4614.72,Medio,0.7,0,0.7059,0.6813,0.3488,0.5308,0.2857,0.1597,0.0,0.5398,0.25,0.045,0.0426,0.761,0.083
860,38,2241.47,13198.28,566.0,48,755.85,Informal,0,128,0,0.3372,0.1227,1485.62,Bajo,18.76,0,0.3922,0.1774,0.4845,0.4844,1.0,0.4374,0.0,0.7102,0.0,0.2789,0.0464,0.3649,0.1511
861,19,2236.7,11987.09,519.0,12,433.79,Informal,3,73,1,0.1939,0.4466,752.91,Bajo,41.14,0,0.0196,0.1765,0.4265,0.3972,0.1429,0.1454,0.6,0.3977,0.25,0.144,0.1828,0.2721,0.2354
862,61,5562.21,11273.32,617.0,48,921.6,Dependiente,2,121,2,0.1657,0.0422,3940.61,Medio,9.25,0,0.8431,0.7702,0.3923,0.5791,1.0,0.5877,0.4,0.6705,0.5,0.1174,0.0125,0.6756,0.1153
863,18,3807.77,6960.62,687.0,24,863.15,Informal,1,98,1,0.2267,0.0762,2594.62,Bueno,7.65,1,0.0,0.457,0.1858,0.709,0.4286,0.5347,0.2,0.5398,0.25,0.1749,0.0268,0.5053,0.1092
864,65,3028.08,10713.48,832.0,24,702.84,Dependiente,2,131,4,0.2321,0.1474,1625.24,Excelente,31.54,0,0.9216,0.3178,0.3655,0.9781,0.4286,0.3893,0.4,0.7273,1.0,0.1799,0.0568,0.3825,0.1992
865,43,2703.68,12672.99,358.0,18,640.37,Independiente,3,90,1,0.2369,0.2604,1013.31,Bajo,36.7,1,0.4902,0.2599,0.4594,0.0984,0.2857,0.3327,0.6,0.4943,0.25,0.1845,0.1044,0.3051,0.2187
866,59,4456.46,7232.5,782.0,24,457.32,Dependiente,1,83,2,0.1026,0.0676,3649.14,Excelente,-1.0,0,0.8039,0.5728,0.1988,0.8853,0.4286,0.1667,0.2,0.4545,0.5,0.058,0.0232,0.6387,0.0766
867,35,5025.79,16904.93,754.0,24,689.33,Informal,2,105,3,0.1372,0.1402,3636.46,Excelente,17.03,0,0.3333,0.6745,0.662,0.8334,0.4286,0.3771,0.4,0.5795,0.75,0.0906,0.0538,0.6371,0.1446
868,23,1425.48,6307.24,754.0,24,582.17,Informal,0,128,1,0.4084,0.1844,843.31,Excelente,31.3,0,0.098,0.0317,0.1545,0.8334,0.4286,0.2799,0.0,0.7102,0.25,0.346,0.0724,0.2836,0.1983
869,38,4376.81,6392.23,632.0,6,373.76,Informal,2,76,1,0.0854,0.2434,3303.05,Medio,9.47,0,0.3922,0.5586,0.1586,0.6069,0.0,0.0909,0.4,0.4148,0.25,0.0418,0.0972,0.5949,0.1161
870,51,2917.59,12042.17,337.0,36,706.51,Independiente,1,42,0,0.2422,0.1147,1861.08,Bajo,19.22,0,0.6471,0.2981,0.4292,0.0594,0.7143,0.3927,0.2,0.2216,0.0,0.1895,0.043,0.4124,0.1528
871,61,3302.45,10907.0,441.0,12,493.15,Informal,1,37,0,0.1493,0.2752,2459.3,Bajo,18.69,0,0.8431,0.3668,0.3748,0.2524,0.1429,0.1992,0.2,0.1932,0.0,0.102,0.1106,0.4881,0.1508
872,60,2552.03,7754.05,821.0,36,283.15,Dependiente,1,57,2,0.111,0.0844,1918.88,Excelente,0.06,0,0.8235,0.2328,0.2238,0.9577,0.7143,0.0088,0.2,0.3068,0.5,0.0659,0.0303,0.4197,0.0806
873,45,1940.63,9757.64,712.0,6,550.87,Independiente,1,87,0,0.2839,0.838,1039.76,Bueno,65.5,1,0.5294,0.1237,0.3198,0.7554,0.0,0.2515,0.2,0.4773,0.0,0.2287,0.3477,0.3084,0.3272
